p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CDC5L	0.266366684336898	0.100755165433249	0.601	0.488	1
SLC25A35	0.266465815368403	0.108659936248589	0.193	0.122	1
PGGHG	0.266468150010732	0.0510079817530876	0.386	0.341	1
RABL6	0.266535026212047	0.100054768283486	0.794	0.732	1
GNPTG	0.266583147950037	-0.0964606200018774	0.711	0.902	1
CCNDBP1	0.266776656023106	0.126827736933386	0.789	0.805	1
CHD9	0.266801050305901	0.0952041182410486	0.864	0.805	1
ITGA4	0.266802773811195	-0.172698763241811	0.82	0.878	1
SLC25A37	0.266839848544233	0.124158261450684	0.355	0.317	1
PDE4B	0.266893300558914	0.167401476706678	0.474	0.415	1
SLC38A10	0.267107978739731	0.131689260994769	0.816	0.732	1
PPAN	0.267190012159485	0.15741804147716	0.61	0.61	1
CNTROB	0.267253082992668	0.096057058710885	0.465	0.366	1
DMAP1	0.267367587577825	-0.107924792594996	0.408	0.561	1
PTPDC1	0.267406757170035	-0.046829042640388	0.053	0.098	1
PSME2	0.267802741855009	0.108077048852713	0.382	0.341	1
CLEC11A	0.267810436708578	-0.0721894982013868	0.092	0.146	1
PPAT	0.267861355335939	0.084249392468665	0.158	0.098	1
C21orf91	0.268158188462691	0.17668728557921	0.316	0.268	1
SOD2	0.26830540295646	-0.0695146446057724	0.553	0.732	1
KLHL7	0.26834545041427	-0.0945461679643916	0.224	0.317	1
FKBP14	0.268543466371721	-0.148687164169261	0.289	0.39	1
BAP1	0.268672238892807	-0.156328891894463	0.5	0.634	1
NAGPA	0.268729081506644	-0.109898861360193	0.425	0.61	1
PRPF8	0.268989600931763	0.0678640543874184	0.667	0.707	1
RNF5	0.269016073535858	0.224776915300642	0.763	0.756	1
LIPA	0.269078428291608	-0.0569287973047768	0.474	0.659	1
ARHGAP27	0.269414386337739	0.107822358536581	0.982	0.951	1
TPD52	0.269620295906603	0.0495586146916666	0.11	0.049	1
TMPRSS13	0.269640355903778	0.101929897545815	0.101	0.049	1
ZNF253	0.269672022028604	-0.0794934927915679	0.162	0.244	1
IKZF4	0.269736099187494	0.0563045912925598	0.105	0.049	1
ZNF772	0.269929786171041	-0.0381184012806255	0.101	0.171	1
LAT2	0.270068423401187	-0.501843230015061	0.487	0.537	1
AKT1S1	0.270176235141392	0.183417287649314	0.32	0.293	1
PIM3	0.270195617616584	0.188637035485132	0.487	0.463	1
DERA	0.270203367521639	-0.10983632609759	0.368	0.488	1
COPA	0.270214058200383	0.0897358680729881	0.917	0.902	1
TMEM160	0.270279787319297	0.105861529470947	0.456	0.439	1
ANXA11	0.270351360774964	0.162727304714782	0.956	1	1
DDX17	0.270359335312722	0.155684985594922	0.974	0.976	1
IGF1R	0.270430128970453	0.131022310386274	0.206	0.146	1
C1orf131	0.270507184011348	0.155677879201258	0.224	0.171	1
COMTD1	0.270523737277592	0.145042513205818	0.175	0.122	1
UEVLD	0.270553511071228	0.119122281860543	0.417	0.341	1
ABCC4	0.270600196306232	-0.0724118735361721	0.197	0.293	1
THAP6	0.270863931284893	0.145370333949089	0.276	0.22	1
PATZ1	0.271019962915121	0.100626993232657	0.776	0.78	1
ZBTB26	0.271056332823269	0.0722086514627941	0.197	0.122	1
NUP214	0.271187672390524	0.0536206960375959	0.526	0.561	1
FIGNL2	0.271526554966836	0.185185890070779	0.487	0.488	1
NUP107	0.271537046992151	0.145259658080604	0.447	0.39	1
TYW5	0.271616292669595	0.139830389014473	0.202	0.146	1
THG1L	0.271859046040469	0.196008151153207	0.294	0.244	1
TMPO	0.271948762271837	-0.218516968628942	0.618	0.732	1
NCBP1	0.272204821321284	-0.0953638735534419	0.522	0.683	1
DPP4	0.272244142629068	0.153529246211927	0.588	0.537	1
YIPF4	0.272586728287127	0.10516516472819	0.689	0.78	1
BTG2	0.272730855876289	0.174062330769806	0.961	1	1
SIRT5	0.272921299512709	-0.130090319609934	0.132	0.195	1
GNPDA2	0.272974031252149	-0.0454389046984562	0.123	0.195	1
C17orf100	0.272984600721412	-0.0492706306483992	0.035	0.073	1
HDGFL2	0.27303953944307	-0.11336260098491	0.649	0.78	1
USP32	0.273071705014554	0.146067687165921	0.798	0.78	1
PAIP2B	0.273444634966847	0.063121127131729	0.105	0.049	1
CLTC	0.27345706640714	-0.0656023097609413	0.364	0.512	1
FGFR1OP	0.273481486782268	0.160922728695182	0.456	0.415	1
EIF2AK2	0.273516183363521	-0.118500754810859	0.333	0.439	1
POLR2H	0.273783543042395	0.166506410622963	0.645	0.61	1
SUPT16H	0.273932383923542	0.118135525077667	0.746	0.732	1
MAPKBP1	0.274069835622313	-0.0736711265058638	0.224	0.317	1
ADIPOR1	0.274273485606505	-0.0882927178807191	0.61	0.805	1
UBE2E2	0.274507529432358	0.133707353095629	0.781	0.78	1
NBPF20	0.274589431951139	-0.0551170215170177	0.123	0.195	1
UBFD1	0.274852689773893	0.112384273834609	0.18	0.122	1
AFF3	0.274980738679431	0.164069667651556	0.908	0.951	1
MTHFD2L	0.275111429328983	0.0855965812277141	0.246	0.171	1
NOP53	0.275129861024851	-0.102000451357888	0.982	1	1
DYNC1I2	0.275171852759402	-0.184208525085314	0.671	0.756	1
ANKRD28	0.275353139653033	0.0621097728465098	0.25	0.171	1
ARF5	0.275572841884362	-0.110338563460803	0.75	0.805	1
MFSD6L	0.275774665339615	-0.0377821901027369	0.035	0.073	1
VSIR	0.275848277757586	-0.141459066366555	0.899	0.902	1
PLCB3	0.276213736649015	-0.117644490577214	0.732	0.854	1
TAGAP	0.276524216075419	0.167793474705962	0.873	0.854	1
PLB1	0.276658814014838	-0.031142255296618	0.276	0.39	1
EYA3	0.276735304071662	-0.150888723144282	0.404	0.488	1
SPTLC2	0.276760347231481	-0.160914806269977	0.803	0.829	1
NDUFAF8	0.277062817811699	0.173181927196516	0.592	0.683	1
OSBPL7	0.277380416313601	0.0688876541643701	0.219	0.146	1
MED19	0.277839337034024	-0.0925771639826503	0.149	0.22	1
PEAK1	0.278019669535884	0.0841776671151866	0.132	0.073	1
GASK1B	0.278105316832702	-0.167811131087932	0.491	0.659	1
YY1AP1	0.278226053704083	0.113561077335037	0.588	0.537	1
TAPT1	0.278290056001763	0.119018627263996	0.662	0.659	1
CSTF1	0.278435142205141	0.149001654589031	0.333	0.293	1
THUMPD1	0.278457356751041	0.113749198109497	0.618	0.707	1
TTI1	0.278457375731232	0.0979888411211166	0.303	0.244	1
KIF27	0.278573212833073	0.120585087067851	0.202	0.146	1
CERT1	0.27866433648017	0.11201841633412	0.702	0.732	1
CDK5	0.278758039886257	0.117800045768196	0.25	0.195	1
PHLPP1	0.278779205470132	-0.189869461199899	0.364	0.439	1
MYO19	0.278889910449113	0.063857552908925	0.452	0.39	1
SCN9A	0.278951533387746	0.0922243300837202	0.956	0.902	1
ACAP3	0.279008625985532	-0.0727246475837949	0.526	0.732	1
ALDH1L2	0.279048945916791	-0.0548381854730192	0.053	0.098	1
UNC119B	0.279172624109183	-0.140852791884257	0.263	0.341	1
LIG3	0.279227698632143	0.18933359956503	0.601	0.512	1
C1orf43	0.279277198728528	-0.151506283390327	0.649	0.732	1
OSBPL11	0.279566483228072	-0.125707946128285	0.623	0.756	1
PUM1	0.27962104401084	0.0958149517375217	0.886	0.902	1
HIST1H1C	0.279706682816044	-0.0866693463757691	0.838	0.951	1
ZFPL1	0.27971831143817	0.0648761343293513	0.132	0.073	1
SMS	0.279864740723107	-0.0989352075212656	0.443	0.585	1
ANAPC13	0.280051682709384	0.0817982092691733	0.241	0.171	1
CSNK1A1	0.280068086031779	-0.189372763305934	0.715	0.878	1
NAPB	0.280100367034842	0.0511991230243115	0.206	0.146	1
NSDHL	0.280262336476183	0.116122048031924	0.259	0.195	1
SDF2L1	0.280308455467432	0.212036862795098	0.482	0.512	1
RAC1	0.280325933226978	-0.0752249983119255	0.925	0.902	1
PKN1	0.28062140007891	-0.122705552300626	0.838	0.927	1
SART1	0.281017791827611	-0.187679348049917	0.816	0.854	1
PDGFC	0.28107068828442	0.0702488170491613	0.101	0.049	1
MTIF3	0.28117043973134	0.0985604785824574	0.772	0.805	1
ARHGEF12	0.281418140752729	-0.0456380365120729	0.053	0.098	1
EXOG	0.281423993693009	0.0692945708820097	0.132	0.073	1
RNASE4	0.281423993693009	0.0743474817700622	0.132	0.073	1
DCAF17	0.281462711421081	-0.096926440119864	0.25	0.341	1
C5orf22	0.281462711421081	-0.0882718228623431	0.25	0.341	1
BMI1	0.281496719175036	0.160176759883688	0.39	0.341	1
DYNLRB1	0.281506060049881	0.164779506842382	0.803	0.927	1
CHCHD10	0.281543446153882	0.0984541006091807	0.259	0.195	1
VPS51	0.281617790768917	0.0821350219453042	0.614	0.537	1
SEC23A	0.281722945291757	0.134741821019166	0.456	0.463	1
PUSL1	0.281837261993044	0.0973181008082731	0.127	0.073	1
FAAH	0.281939217947138	0.0602462342039951	0.452	0.439	1
BRD3OS	0.282187141661148	0.104001171633489	0.154	0.098	1
MTPAP	0.282228008183237	0.129270080948459	0.544	0.537	1
MKS1	0.282678543557386	-0.0478506429733852	0.127	0.195	1
CDK16	0.282692973861874	-0.118568181997637	0.478	0.61	1
PSMA3	0.282757569131461	0.0740718613105945	0.443	0.366	1
ZFP82	0.283136720404015	0.0871226870343255	0.132	0.073	1
DPY19L4	0.283351380831257	-0.0352914068306764	0.246	0.366	1
RASA2	0.28352030711943	0.118393818096574	0.307	0.244	1
GDAP2	0.283698196653742	0.115694850365753	0.575	0.512	1
TAB1	0.284081103536836	0.0920146142356012	0.465	0.366	1
ZNF512B	0.284289787451809	0.168582806149857	0.579	0.561	1
PTK2B	0.284534416252418	-0.220357949124388	0.89	0.902	1
AK9	0.284660470866712	-0.0738933174783157	0.167	0.244	1
UQCRHL	0.284900176497305	0.0737992596142365	0.096	0.049	1
AMN1	0.284952855324295	0.0637489641884385	0.101	0.049	1
MBTPS1	0.285065939665336	0.153551368944405	0.557	0.537	1
APIP	0.285119644982763	-0.0940748729280511	0.281	0.366	1
WRNIP1	0.285234581637624	0.0997081283837987	0.557	0.61	1
TOMM20	0.285237085808802	0.133569357508932	0.785	0.756	1
FAM50A	0.285335217786741	-0.154787280863134	0.618	0.732	1
SIPA1L3	0.285340846329147	-0.0769574254003591	0.684	0.805	1
FTO	0.285361679613197	0.121324485812051	0.342	0.293	1
CPT1A	0.285376520856874	0.172008501439432	0.618	0.61	1
ZNF606	0.285577391617344	0.134517101946202	0.281	0.22	1
ASAP2	0.285960019568687	0.137926773339187	0.404	0.341	1
ATRIP	0.286083274366136	0.118071902875118	0.232	0.171	1
INSL3	0.28619738070395	0.0847834215974602	0.066	0.024	1
WAC	0.28632137648182	-0.124233741379081	0.566	0.707	1
MED7	0.28640986524978	-0.113351861598975	0.193	0.268	1
SRSF9	0.286419571127308	-0.0795668644928262	0.811	0.878	1
AGA	0.286439569284753	-0.0427904699930956	0.184	0.268	1
SCO1	0.286477341989457	-0.121050919492643	0.171	0.244	1
MOCS3	0.286583322659257	0.0706446825635495	0.132	0.073	1
MFSD9	0.286640928903849	0.148959669092491	0.224	0.171	1
BLOC1S6	0.286884669193939	-0.195585821103525	0.39	0.488	1
RAPGEFL1	0.286891123727912	0.0852348458884436	0.096	0.049	1
DPPA4	0.286907476109328	0.0595651968613513	0.101	0.049	1
TYW3	0.286918601606211	0.17486587328031	0.395	0.366	1
EML4	0.286998918399865	0.145719163968592	0.851	0.854	1
DDHD1	0.287259491574124	0.133367640995919	0.697	0.585	1
SNRNP35	0.287413719542085	0.12298885663662	0.531	0.512	1
ORC3	0.287437003464507	0.141923435326467	0.232	0.171	1
PGLS	0.28754871057896	-0.12534922867333	0.899	0.902	1
CD3EAP	0.287754864443925	0.095718549986535	0.237	0.171	1
BYSL	0.287806781505727	0.0677629062765009	0.377	0.317	1
CAND1	0.287838978612653	-0.123602955362762	0.68	0.829	1
TIGD1	0.288607445937727	0.0574434491476326	0.066	0.024	1
SUMF1	0.288630314236107	0.16168541794281	0.504	0.537	1
TFCP2	0.288677046187018	0.0873405999555497	0.768	0.683	1
DENND6B	0.288719326643537	0.155626772135768	0.311	0.268	1
INAFM2	0.288793675031547	-0.0761969110206164	0.32	0.439	1
PIGP	0.288795048462222	0.105638525477087	0.232	0.171	1
TIMM8B	0.289046353646447	-0.0956455333319957	0.522	0.683	1
GAK	0.289120575837016	0.152635696462256	0.807	0.829	1
TRIM66	0.289365137674521	0.0937460590727358	0.241	0.171	1
CNNM2	0.289552953452277	-0.079611417977142	0.254	0.341	1
ITM2B	0.289637902021285	-0.0697946213531022	0.82	0.902	1
TRIM22	0.289774137041845	-0.0800983022179937	0.991	0.976	1
HEXB	0.289836051027707	-0.123987036582701	0.544	0.659	1
NDUFS4	0.289850368997566	-0.14020067382299	0.68	0.78	1
KATNBL1	0.289954390228774	-0.0694351431045774	0.18	0.268	1
BTBD2	0.29009422552889	-0.101128609985129	0.671	0.805	1
GPKOW	0.290296467543337	0.072622011247575	0.447	0.39	1
SPTLC1	0.290429104710354	0.119753991747847	0.434	0.341	1
NAF1	0.290705392667417	-0.0348732795778278	0.154	0.244	1
ZNF699	0.290901139331374	0.0967145950927086	0.096	0.049	1
ZNF226	0.290901139331374	0.071188846220595	0.096	0.049	1
C14orf93	0.290949500113115	0.0975760861729175	0.184	0.122	1
METTL18	0.291031153561759	0.0648108674236566	0.066	0.024	1
ZBTB12	0.291031153561759	0.0632496061233078	0.066	0.024	1
C12orf76	0.291031153561759	-0.0317841688149012	0.053	0.098	1
KDM4B	0.29105625925548	0.132801498592811	0.825	0.854	1
DCP1B	0.29111882784126	-0.110348826324313	0.246	0.341	1
BIN2	0.29113836388057	-0.126333305854127	0.618	0.78	1
FARS2	0.2911989151688	-0.0603482231606497	0.193	0.293	1
HOXB2	0.291263942486782	0.303837982586364	0.263	0.195	1
DNAJC10	0.291295146612662	0.0361835485221847	0.68	0.683	1
NDUFB1	0.291347425239179	-0.175414204252306	0.575	0.732	1
SLC36A4	0.291398916442041	0.114678239223714	0.202	0.146	1
PPP6R2	0.291471063339362	0.126152028781122	0.846	0.878	1
UCK2	0.291668820675982	0.112290619518912	0.754	0.683	1
FASTKD1	0.291743854329737	0.150576978101368	0.346	0.293	1
TERF2	0.291933518137623	-0.163912230627601	0.645	0.805	1
IRS2	0.291993533506204	-0.0572269486893436	0.092	0.146	1
TOR3A	0.29199989705751	-0.0780595490708377	0.57	0.659	1
TMX1	0.292083118399068	0.126536566437274	0.684	0.683	1
GASK1A	0.292359254518801	0.0915752725341109	0.162	0.098	1
OTULIN	0.292493443607665	0.147180214792574	0.728	0.805	1
FAM221A	0.29250890170781	-0.0405189685607492	0.088	0.146	1
KIAA1109	0.292520267138301	0.126863120518555	0.522	0.537	1
ZNF626	0.292605792103384	0.0756587221394832	0.219	0.146	1
FKBP5	0.292748768442457	0.0988604189368418	0.961	0.951	1
KAT7	0.292818191751879	0.136014374946025	0.675	0.707	1
BCL2L1	0.293151249419709	-0.0891331878388121	0.364	0.463	1
ECSIT	0.293160452380455	-0.121872535112036	0.412	0.537	1
FBXW4	0.293192949574045	0.117007910485731	0.746	0.805	1
TRNT1	0.293196881192573	0.0872395333449372	0.531	0.512	1
PLS3	0.293566381042384	0.175239800396609	0.491	0.512	1
AGO4	0.293585291567705	-0.188604356707882	0.439	0.561	1
DTX3L	0.293636048426533	-0.177456840296936	0.32	0.415	1
SLC43A2	0.293644180626258	-0.150113167641289	0.588	0.756	1
DIMT1	0.293782325513174	0.129595362213575	0.518	0.512	1
PDS5B	0.293969016763037	-0.10978320055032	0.43	0.537	1
TRAK1	0.294478457948565	-0.230645892059053	0.846	0.878	1
WDR45B	0.294612849541743	0.129125326257886	0.57	0.634	1
WDR35	0.294762920396537	-0.0368315108493885	0.14	0.22	1
NUBP2	0.294772666269633	0.193906014092073	0.443	0.39	1
ZNF816	0.294814359155725	-0.042083036877376	0.07	0.122	1
WSB2	0.294833250079569	-0.104399542846692	0.456	0.585	1
PIK3C2B	0.294842988614242	-0.113007343951546	0.285	0.415	1
CDC14A	0.294912334791175	0.139792297149822	0.706	0.683	1
AP3M1	0.294921232923512	0.11062411545486	0.531	0.537	1
ZWILCH	0.294948681650841	0.110025869104004	0.096	0.049	1
FBXL17	0.295013463112749	0.117142371980819	0.561	0.537	1
CLPB	0.295211300058148	-0.122821165763299	0.386	0.488	1
ZFC3H1	0.295244389982537	0.107198745024313	0.882	0.805	1
RAD21	0.295258159092081	-0.137160745949175	0.417	0.561	1
STAT1	0.295418060491524	-0.0661081730528725	0.535	0.634	1
PCDHGA12	0.295919528295206	0.0786153438740596	0.066	0.024	1
UGGT2	0.295919528295206	-0.0274887622647792	0.053	0.098	1
USP31	0.295919528295206	0.0626780076413044	0.066	0.024	1
CAMKK1	0.295919528295206	0.0564314910334437	0.066	0.024	1
PPP1R3F	0.295941806442831	0.0879779224910652	0.127	0.073	1
DPH6	0.296126450961085	0.07602063759132	0.346	0.244	1
ATMIN	0.296137896902086	-0.097381636033685	0.338	0.463	1
ZBED3	0.296429446437417	-0.0463719231905337	0.105	0.171	1
MCU	0.296429688597977	-0.0528507056944474	0.105	0.171	1
HELQ	0.2965064094289	0.153179534788081	0.342	0.317	1
CYSTM1	0.296518578029339	0.076687120170843	0.263	0.195	1
ATP2A2	0.296919615485994	-0.0888496285231649	0.693	0.805	1
CCDC24	0.296986535987154	0.0774057569390447	0.096	0.049	1
GATAD1	0.297124900818317	0.154796167675039	0.425	0.415	1
NRAS	0.297175819292157	0.11353396308684	0.627	0.561	1
EAF2	0.297514437448474	0.127704448429535	0.614	0.537	1
HSD17B11	0.297636446564637	-0.167710742819249	0.759	0.878	1
GPN3	0.297936927509341	0.132971559026071	0.342	0.268	1
SEC24A	0.297944853694356	0.0986026264259596	0.373	0.317	1
SNRPD1	0.298133119758627	-0.0754534651840141	0.355	0.488	1
IMPA1	0.29813572190928	-0.0413276805538579	0.276	0.39	1
WDFY1	0.298170906242623	-0.0538961701304922	0.461	0.659	1
TRPT1	0.298395139883724	0.102333333481505	0.461	0.366	1
METTL4	0.298428563268795	0.0755784835442756	0.154	0.098	1
RHOQ	0.298484082325264	0.136407799631723	0.667	0.634	1
PCMTD2	0.298492660901922	0.165515381405632	0.627	0.707	1
EDEM3	0.298522428169778	-0.123521864836928	0.531	0.634	1
ZBTB11	0.298808704838326	-0.154395637242667	0.557	0.707	1
FIS1	0.298827737099856	0.0583970105097904	0.873	0.878	1
PPP1R3E	0.298920317942429	0.0874558312329776	0.149	0.098	1
GART	0.299190055079812	0.0912611479932252	0.561	0.512	1
NCOA1	0.299712531858384	0.111710986337354	0.654	0.683	1
TMEM181	0.299768895680878	0.0969642122460602	0.351	0.317	1
VCPIP1	0.299777234075666	0.118419869259098	0.592	0.585	1
TAPBPL	0.300038886386454	0.114024757870853	0.544	0.537	1
USP53	0.300050887340304	0.119060656586489	0.211	0.146	1
KDM6A	0.30005741062122	-0.165168395756254	0.469	0.634	1
TULP2	0.300060627193766	0.0969537777824744	0.096	0.049	1
BDH2	0.300075691179131	0.109705323951215	0.184	0.122	1
WDFY3	0.300083153536589	-0.0320440153391696	0.105	0.171	1
SHMT1	0.300321182159093	-0.0594050141845534	0.263	0.366	1
ZNF548	0.300514064548333	-0.136983177464747	0.307	0.415	1
U2AF2	0.300526528299573	0.0790925231221269	0.482	0.415	1
HUS1	0.300720930636105	0.123892643075287	0.623	0.61	1
SGSH	0.300807289012819	-0.137513956882583	0.096	0.146	1
IL12RB1	0.301013602294065	-0.0752276341033532	0.127	0.195	1
TMEM87B	0.301061439368215	-0.077170900571079	0.311	0.415	1
ITGAV	0.301098183725572	0.138712381205064	0.241	0.195	1
DHX8	0.301119327596584	-0.206024668529296	0.636	0.732	1
ZBTB7A	0.301151197724292	-0.177346266817926	0.724	0.829	1
SLC35E1	0.301178689795387	0.1567517703833	0.482	0.512	1
UBALD1	0.301237038657621	0.100689914441566	0.259	0.195	1
UBE2D1	0.301253607492408	-0.193350854533225	0.232	0.293	1
GNG7	0.30164302817996	0.142089998726514	0.794	0.878	1
EDC3	0.301645732078952	0.0924608213311391	0.544	0.537	1
LGALS8	0.301717242537953	0.115968257620054	0.789	0.805	1
CHEK2	0.301926267126639	-0.0802982043739228	0.276	0.39	1
DEPTOR	0.30201484685745	0.122081523704561	0.18	0.122	1
TSC2	0.302073333737443	-0.0721516686288801	0.377	0.537	1
HAGH	0.302368136062764	-0.053128608670709	0.482	0.634	1
ORMDL1	0.302370973913768	-0.165435041256988	0.671	0.854	1
STAM2	0.3028086855103	0.107106402401353	0.478	0.488	1
LIPT1	0.302869944330362	0.0656474952106495	0.101	0.049	1
VCP	0.303212853900589	0.092119968892657	0.741	0.732	1
TRIM35	0.303232679160936	0.134948639148401	0.281	0.244	1
SF3B3	0.303337441677026	0.0804655003551924	0.553	0.512	1
ATF6	0.303493303567052	0.0697523640334196	0.531	0.537	1
LRP1B	0.303542348426796	-0.0781359656129123	0.057	0.098	1
MUS81	0.303552901012982	0.0821000659096428	0.588	0.561	1
EIF3M	0.303629357631507	-0.126858281741109	0.662	0.78	1
ATP1B3	0.304012157910495	-0.11700111617797	0.504	0.585	1
ARRDC5	0.304034412461958	0.171562311617968	0.531	0.537	1
LTBR	0.304133870476513	-0.133309149451566	0.693	0.805	1
PHOSPHO2	0.304239910869355	0.0542780324038709	0.132	0.073	1
CPM	0.304352932102037	-0.125062201383664	0.039	0.073	1
RPP21	0.30443051043991	-0.0456296593839736	0.127	0.195	1
FH	0.304481561222196	-0.105296629109637	0.531	0.659	1
CD99L2	0.304585412087539	-0.0454139356739755	0.325	0.463	1
LRRC47	0.304728474832724	0.103480408658114	0.658	0.683	1
IKBKB	0.304928021583688	0.148653905242889	0.974	0.951	1
POLR3B	0.305619416361873	-0.0402814325113252	0.105	0.171	1
SLC15A2	0.305748983799981	0.0804495727632086	0.303	0.244	1
MPI	0.305891259977933	0.159298672220808	0.303	0.268	1
D2HGDH	0.30597671793803	0.107194069732302	0.338	0.268	1
DYRK4	0.30597671793803	0.195126486075653	0.329	0.317	1
TIPRL	0.306091134773393	0.163619479490365	0.496	0.488	1
ZNF696	0.306118835077691	-0.081733495284255	0.145	0.22	1
RAB10	0.306143295985017	0.131029859747531	0.89	0.878	1
ELK1	0.306269905207617	-0.0545021395816117	0.202	0.293	1
UBAC2	0.30634533957617	0.159663282895319	0.64	0.634	1
TXNDC16	0.306437050282518	-0.0569761405591626	0.25	0.366	1
RINT1	0.306498807107875	0.0895110978668076	0.377	0.317	1
RAD9A	0.30668162228693	-0.134508800853438	0.307	0.415	1
CSNK1G1	0.306706531410482	0.101335963976544	0.408	0.366	1
POLD1	0.306735555104965	0.0980505954182847	0.382	0.317	1
CPSF1	0.306762954264662	0.0858100806119306	0.412	0.366	1
HIST1H4C	0.306777371153054	-0.0364243968410117	0.184	0.268	1
ARMCX6	0.306778899161455	0.103434508839788	0.154	0.098	1
EIF3D	0.306988407218819	-0.0991248178880921	0.781	0.878	1
STARD10	0.30729956429987	0.153114688142135	0.189	0.122	1
RXYLT1	0.307377426486384	-0.0564079831859158	0.189	0.268	1
TATDN1	0.307520991526124	0.0960783829462602	0.206	0.146	1
SETD3	0.307666071573951	0.139858420818228	0.776	0.829	1
AHCYL1	0.307721307348368	0.123840942282973	0.531	0.512	1
GPRC5C	0.30803086508064	0.17894628874607	0.325	0.268	1
ATXN2	0.308368437577321	-0.142573434915129	0.43	0.561	1
LRWD1	0.308382464789193	0.11227223302458	0.215	0.171	1
DDX31	0.308384927455042	0.147187828089433	0.404	0.366	1
FGFRL1	0.308427924111593	-0.125348527238815	0.057	0.098	1
ZNF45	0.308467362973156	0.0857393244268871	0.154	0.098	1
TMEM126B	0.308602525633231	0.0805751850973511	0.298	0.22	1
WDR59	0.308955960373431	0.0865573713793903	0.513	0.463	1
DBF4	0.309011809023323	0.120186179913844	0.206	0.146	1
FCSK	0.309082857815998	-0.0821884452636099	0.132	0.195	1
NANS	0.309152975766486	0.150022967310177	0.605	0.585	1
DNAJC9	0.309235395838701	-0.100073397338647	0.149	0.22	1
TRAF2	0.309330443664105	0.194933571880307	0.377	0.366	1
DENND2D	0.309759006287405	-0.0439203423427713	0.184	0.268	1
HAX1	0.309826730279593	0.104469717674965	0.311	0.244	1
PRKCSH	0.309919384041107	0.0710011361098422	0.724	0.756	1
PPP1R21	0.310041522696179	-0.0982392324544199	0.5	0.61	1
BTF3L4	0.310045518514285	0.0603504782010362	0.596	0.683	1
SLC25A32	0.31023227885729	-0.116151028147982	0.408	0.512	1
ALMS1	0.310288027722174	0.103779521111902	0.487	0.512	1
SLC7A11	0.310405771844024	0.0631192768093543	0.189	0.122	1
CRTC2	0.310743467743227	0.120414985395288	0.807	0.756	1
TUBA1C	0.310816248299235	-0.146842252759588	0.32	0.39	1
AASDHPPT	0.311145860762878	0.120017651982249	0.518	0.512	1
CIAPIN1	0.311178558765193	-0.0614202270354853	0.294	0.439	1
INO80E	0.311223901761401	0.117023599893338	0.671	0.707	1
ORAI1	0.311239836281675	-0.282405301917342	0.377	0.488	1
COA6	0.311468277944064	0.185798753747943	0.39	0.341	1
UBL4A	0.311565493340845	-0.07499319617156	0.092	0.146	1
STK4	0.312025556295426	-0.126342917698833	0.846	0.927	1
TRIP10	0.312143497876327	0.152230226983609	0.588	0.561	1
SLC37A1	0.312315109879316	0.12980859311196	0.439	0.415	1
SC5D	0.312365087151855	-0.0992393980753567	0.11	0.171	1
POMT2	0.312365087151855	0.0904795736390827	0.127	0.073	1
ATN1	0.312743288345062	-0.135255965808767	0.557	0.683	1
NDUFC2	0.312789366370676	0.0864509638527264	0.75	0.707	1
TAF9	0.312961819473998	-0.22156773075442	0.32	0.439	1
BRWD3	0.31305315569851	-0.146857649934712	0.531	0.61	1
DENND1C	0.313625122210738	0.112920664604572	0.649	0.61	1
WBP11	0.31368850154912	0.0621281775189725	0.478	0.463	1
STK32B	0.31371555715301	0.0886015643669442	0.197	0.146	1
COA4	0.314022692816306	0.106395259442738	0.754	0.707	1
TUBGCP6	0.314207696967084	0.112664054195805	0.776	0.78	1
MMGT1	0.314392974312255	-0.104562605628124	0.39	0.512	1
SNRNP70	0.314415448937951	0.119717889118066	0.807	0.756	1
SLC30A5	0.314647553617533	-0.131082603616905	0.447	0.537	1
USE1	0.314705784967392	-0.101757371261782	0.311	0.415	1
WDSUB1	0.314873702369582	0.134310683754942	0.518	0.488	1
NPHP4	0.31517392662681	0.0399336511200943	0.132	0.073	1
TMEM14B	0.315364036657764	0.10111852959246	0.364	0.317	1
TMEM205	0.315461009484049	0.109112555209736	0.281	0.22	1
FBXO38	0.315930061291181	0.14621316308667	0.544	0.585	1
TCF7	0.315976575748235	-0.288007851689231	0.039	0.073	1
COX16	0.316178594944249	-0.0271966586905992	0.768	0.902	1
NEK1	0.316839376294939	0.060543788719215	0.224	0.146	1
LY6G5B	0.317111733906087	-0.183378557836653	0.496	0.61	1
EIF2B2	0.317296569678492	-0.0668720515824877	0.184	0.268	1
ZNF431	0.317297775213284	0.0734466006119377	0.184	0.122	1
TMX4	0.317358872406074	-0.110743433942292	0.351	0.463	1
C9orf85	0.317363884784386	0.0901290459829663	0.482	0.415	1
ZYG11B	0.317504266836403	-0.0882505593236	0.281	0.39	1
SPRYD4	0.317587746517928	0.092730401022451	0.32	0.268	1
MAML3	0.31762642557567	0.0760860640209486	0.662	0.756	1
CHRNB1	0.317724099286488	-0.0638358490065332	0.132	0.195	1
KIAA1958	0.317931467281174	-0.0359376726147209	0.386	0.561	1
SRF	0.318463993525912	-0.145832752665193	0.68	0.78	1
REPS1	0.318464070286544	0.110654553798577	0.697	0.683	1
NCF4	0.318654216719535	0.110693894079074	0.268	0.195	1
MSS51	0.318852144909144	-0.0695020296262964	0.206	0.293	1
